gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group C,some high school,standard,completed,80,76,70
female,group A,high school,free/reduced,completed,56,47,64
female,group D,some college,free/reduced,none,44,69,58
female,group A,some college,standard,none,53,68,71
female,group C,some college,standard,completed,63,84,79
male,group B,some college,free/reduced,completed,59,63,56
male,group C,associate's degree,standard,none,60,70,57
male,group D,high school,standard,completed,57,46,50
female,group C,associate's degree,standard,none,88,95,90
female,group B,high school,free/reduced,none,11,22,23
male,group D,some high school,standard,none,76,73,81
male,group B,some high school,standard,completed,79,81,84
female,group A,some college,standard,completed,80,84,95
female,group C,some high school,standard,none,71,76,84
male,group A,high school,standard,none,53,55,57
female,group C,associate's degree,standard,none,36,56,48
male,group E,some high school,standard,completed,83,79,80
female,group A,some high school,free/reduced,none,48,46,47
female,group D,some college,free/reduced,completed,70,87,81
male,group E,high school,free/reduced,completed,83,82,71
female,group B,some high school,standard,completed,68,86,77
female,group D,associate's degree,free/reduced,none,53,74,73
female,group D,bachelor's degree,free/reduced,none,60,73,77
male,group A,high school,standard,none,67,64,61
female,group E,master's degree,standard,completed,91,96,100
male,group C,high school,free/reduced,none,60,60,60
female,group C,high school,free/reduced,completed,55,76,68
female,group D,some college,standard,completed,72,74,78
female,group D,some college,free/reduced,none,75,88,82
female,group B,bachelor's degree,standard,none,67,75,75
female,group C,some college,standard,completed,73,89,87
female,group B,master's degree,standard,none,86,95,97
male,group A,associate's degree,free/reduced,none,45,62,43
male,group C,some college,standard,none,79,75,77
female,group B,associate's degree,standard,none,68,82,80
female,group B,some college,standard,completed,87,91,90
male,group B,some college,free/reduced,none,39,44,35
male,group D,high school,free/reduced,completed,60,69,62
female,group B,high school,free/reduced,none,40,63,51
male,group C,associate's degree,standard,none,63,50,56
male,group D,associate's degree,standard,none,42,53,44
female,group B,high school,standard,none,67,76,78
male,group A,some college,standard,completed,75,67,65
female,group A,master's degree,standard,none,45,49,60
female,group C,some high school,standard,none,73,74,82
male,group C,high school,standard,none,85,91,90
female,group B,some high school,free/reduced,none,23,33,29
male,group C,master's degree,free/reduced,completed,49,39,47
female,group C,associate's degree,free/reduced,none,57,55,57
male,group D,high school,standard,none,66,64,66
female,group B,some college,free/reduced,completed,60,72,68
male,group D,some college,standard,none,41,58,52
female,group C,some high school,standard,none,64,68,71
male,group D,bachelor's degree,free/reduced,completed,76,72,75
male,group A,master's degree,free/reduced,none,68,77,75
male,group B,some college,standard,none,65,53,53
female,group C,bachelor's degree,standard,none,63,66,72
male,group C,high school,standard,none,65,73,66
female,group D,master's degree,standard,none,61,67,73
female,group D,some college,standard,none,70,77,71
female,group B,some college,standard,none,68,70,58
female,group E,master's degree,free/reduced,none,58,69,66
male,group D,some college,standard,none,44,38,40
male,group E,some college,standard,none,98,85,82
male,group E,associate's degree,standard,completed,80,85,81
female,group D,associate's degree,standard,none,70,84,86
female,group D,some high school,free/reduced,none,50,69,59
female,group D,associate's degree,free/reduced,completed,76,89,93
male,group B,associate's degree,free/reduced,none,57,55,62
male,group C,associate's degree,free/reduced,none,57,60,49
female,group C,associate's degree,standard,none,58,72,66
female,group B,associate's degree,standard,none,54,62,68
male,group B,some college,free/reduced,completed,54,62,63
female,group E,associate's degree,free/reduced,none,55,60,53
male,group B,associate's degree,standard,none,68,49,61
female,group A,associate's degree,standard,completed,51,63,65
female,group C,high school,standard,none,66,67,75
female,group D,associate's degree,free/reduced,completed,61,77,74
male,group C,high school,standard,completed,84,81,83
male,group E,some college,standard,none,53,53,45
male,group E,associate's degree,free/reduced,completed,73,68,65
male,group C,some college,standard,none,56,42,45
male,group D,high school,standard,none,88,73,75
female,group C,some high school,free/reduced,completed,71,85,87
female,group C,high school,free/reduced,none,29,38,45
female,group E,associate's degree,standard,completed,81,87,81
male,group D,associate's degree,standard,none,52,57,54
male,group D,some college,standard,completed,55,63,60
female,group C,some high school,free/reduced,none,1,22,11
male,group E,bachelor's degree,free/reduced,completed,83,74,75
male,group A,some high school,free/reduced,none,35,35,36
male,group A,associate's degree,free/reduced,none,58,63,53
female,group C,associate's degree,standard,none,68,78,76
female,group D,some high school,standard,none,56,57,59
male,group B,some high school,standard,none,65,65,66
male,group D,some high school,free/reduced,none,44,33,33
female,group C,some college,standard,none,56,70,69
male,group B,associate's degree,free/reduced,none,59,53,59
female,group C,associate's degree,standard,none,34,66,53
female,group D,some college,free/reduced,completed,56,66,76
male,group D,some college,standard,completed,60,57,61
female,group A,associate's degree,free/reduced,none,42,53,46
male,group C,some high school,free/reduced,none,57,57,56
male,group C,some high school,standard,none,51,47,41
male,group B,associate's degree,free/reduced,none,40,39,41
male,group E,some high school,standard,none,28,24,19
male,group A,bachelor's degree,standard,completed,76,79,85
female,group D,some high school,standard,completed,61,74,73
female,group E,master's degree,standard,none,63,69,64
female,group B,associate's degree,standard,none,44,49,50
male,group B,high school,free/reduced,none,51,50,42
male,group A,some college,free/reduced,completed,50,51,59
male,group E,associate's degree,standard,none,74,68,61
male,group D,high school,free/reduced,none,38,35,30
female,group C,some college,standard,none,71,77,78
female,group C,some college,free/reduced,none,81,79,92
female,group D,associate's degree,standard,none,75,75,69
female,group A,some college,standard,none,56,75,69
female,group D,some high school,standard,none,77,89,79
female,group C,bachelor's degree,standard,none,68,71,75
male,group C,high school,free/reduced,none,24,39,31
male,group C,high school,standard,none,76,83,68
male,group C,associate's degree,free/reduced,completed,41,47,53
female,group B,some college,standard,none,76,89,88
male,group C,associate's degree,free/reduced,completed,73,84,84
male,group B,some high school,standard,completed,66,70,65
female,group E,some college,standard,completed,67,75,70
female,group D,some college,free/reduced,none,57,67,61
female,group D,bachelor's degree,standard,none,63,71,58
male,group B,some college,standard,none,81,67,63
male,group D,bachelor's degree,standard,completed,63,72,73
female,group D,associate's degree,standard,none,84,95,85
male,group B,high school,standard,completed,63,45,47
male,group C,some college,standard,completed,100,82,89
female,group C,some college,standard,none,61,71,70
female,group D,master's degree,standard,none,88,100,98
male,group E,associate's degree,standard,completed,67,65,61
female,group B,associate's degree,free/reduced,none,55,72,71
female,group B,some high school,standard,none,67,63,68
female,group D,associate's degree,free/reduced,completed,81,84,100
male,group C,high school,standard,none,62,58,46
male,group A,associate's degree,standard,none,59,53,46
female,group D,some college,standard,none,49,62,58
female,group E,bachelor's degree,standard,completed,100,100,97
male,group C,high school,standard,none,83,74,74
female,group B,bachelor's degree,free/reduced,none,70,84,80
female,group D,bachelor's degree,standard,none,82,85,83
female,group D,some high school,standard,none,55,66,56
female,group C,some college,standard,none,58,72,62
female,group C,bachelor's degree,standard,completed,84,87,88
male,group B,associate's degree,standard,completed,96,87,90
female,group C,some college,standard,completed,86,88,93
male,group D,high school,free/reduced,none,65,58,53
male,group E,some college,standard,none,81,78,72
female,group B,high school,standard,none,87,94,89
male,group B,some high school,standard,none,76,68,62
male,group D,some college,standard,completed,70,76,75
male,group D,master's degree,standard,none,82,84,69
female,group A,bachelor's degree,standard,none,53,54,56
male,group D,master's degree,standard,none,91,79,80
male,group C,some high school,free/reduced,completed,52,42,36
male,group E,some college,free/reduced,completed,89,74,73
female,group C,some college,standard,completed,72,80,87
male,group D,bachelor's degree,free/reduced,completed,72,83,77
male,group C,bachelor's degree,standard,none,53,60,44
male,group B,some high school,standard,completed,49,55,36
male,group E,high school,standard,none,75,55,57
female,group C,associate's degree,standard,none,63,71,62
male,group D,some college,standard,completed,66,64,68
female,group D,some high school,standard,none,76,75,72
female,group C,some college,free/reduced,none,59,60,63
