gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group D,some college,standard,none,77,85,89
male,group C,some high school,standard,none,61,59,55
female,group D,some high school,standard,none,60,67,83
female,group D,associate's degree,standard,none,67,78,77
male,group C,bachelor's degree,standard,completed,68,60,65
female,group E,bachelor's degree,standard,completed,74,73,68
female,group B,high school,free/reduced,none,63,78,69
male,group D,bachelor's degree,free/reduced,none,57,47,47
female,group E,associate's degree,standard,none,53,53,49
female,group C,associate's degree,standard,completed,67,81,76
female,group E,associate's degree,standard,completed,93,100,99
male,group C,high school,free/reduced,none,50,76,64
female,group D,some college,free/reduced,none,67,60,72
male,group D,high school,free/reduced,none,46,51,44
female,group E,some college,standard,completed,85,90,96
female,group E,associate's degree,standard,none,85,90,87
female,group A,master's degree,free/reduced,none,52,66,73
male,group D,some high school,standard,completed,90,69,74
female,group E,associate's degree,standard,none,60,64,68
female,group E,some high school,free/reduced,none,35,35,40
male,group B,high school,free/reduced,none,40,28,30
female,group B,some high school,free/reduced,completed,60,83,77
male,group D,associate's degree,standard,completed,69,50,68
female,group D,some high school,standard,completed,60,78,77
male,group D,master's degree,standard,none,84,88,87
female,group C,master's degree,standard,none,72,79,71
female,group A,high school,free/reduced,completed,37,48,42
female,group D,bachelor's degree,free/reduced,completed,89,100,97
female,group D,some high school,free/reduced,none,68,87,88
male,group D,some college,standard,none,83,79,73
male,group B,high school,standard,none,58,44,53
female,group D,some college,standard,completed,77,81,90
female,group C,bachelor's degree,free/reduced,none,71,75,68
male,group E,bachelor's degree,standard,completed,66,69,68
male,group D,bachelor's degree,free/reduced,none,49,47,48
female,group A,some college,standard,none,71,85,78
female,group C,bachelor's degree,standard,completed,53,59,62
female,group C,bachelor's degree,free/reduced,completed,47,65,63
female,group B,associate's degree,free/reduced,none,49,61,55
female,group E,some college,standard,none,70,70,66
male,group E,bachelor's degree,standard,completed,96,100,100
female,group C,high school,standard,none,45,64,51
female,group C,associate's degree,standard,completed,58,82,81
male,group B,some college,standard,completed,95,98,86
male,group D,high school,free/reduced,none,67,75,69
female,group C,high school,free/reduced,none,36,54,50
male,group D,high school,standard,none,77,71,70
female,group B,associate's degree,free/reduced,none,59,65,60
male,group D,high school,free/reduced,none,69,74,65
male,group E,some high school,standard,completed,75,66,56
male,group E,associate's degree,free/reduced,none,60,52,51
female,group D,high school,free/reduced,completed,68,58,69
male,group E,associate's degree,free/reduced,completed,51,46,42
female,group C,some high school,free/reduced,none,44,54,47
male,group C,some college,free/reduced,completed,63,71,75
male,group D,some college,free/reduced,none,66,52,63
male,group D,associate's degree,free/reduced,completed,59,67,73
male,group C,bachelor's degree,free/reduced,completed,75,77,74
male,group C,associate's degree,standard,completed,97,84,91
male,group D,some college,free/reduced,none,67,58,53
male,group A,associate's degree,standard,none,65,56,52
female,group E,high school,free/reduced,none,52,61,54
male,group D,some college,standard,completed,80,78,90
male,group D,some high school,standard,completed,81,65,67
male,group C,master's degree,free/reduced,completed,70,64,77
female,group D,master's degree,standard,none,74,87,100
male,group C,high school,standard,none,80,68,69
male,group A,some high school,free/reduced,completed,57,59,63
female,group B,high school,standard,none,61,67,58
female,group C,associate's degree,standard,none,54,62,54
male,group B,high school,standard,none,83,84,84
female,group D,some college,free/reduced,none,48,56,65
male,group B,some high school,free/reduced,completed,54,55,48
female,group E,high school,free/reduced,completed,54,76,77
male,group E,high school,standard,none,90,68,74
female,group D,some college,standard,completed,73,82,84
female,group E,some high school,free/reduced,none,77,72,76
male,group C,high school,standard,completed,55,52,55
female,group C,some college,standard,none,63,67,70
male,group E,associate's degree,standard,none,68,54,62
male,group C,some college,standard,none,85,84,86
female,group D,master's degree,standard,none,90,99,100
female,group D,high school,standard,none,49,66,55
male,group C,high school,standard,none,70,85,69
female,group A,some college,standard,none,59,62,66
female,group D,some high school,free/reduced,none,50,54,57
female,group E,associate's degree,standard,none,100,100,98
female,group C,some high school,free/reduced,completed,60,77,78
male,group D,some college,standard,none,67,53,55
female,group D,some college,standard,none,61,73,69
male,group A,some high school,standard,completed,66,72,59
male,group C,some college,standard,none,68,58,60
female,group E,associate's degree,standard,none,72,76,71
female,group B,bachelor's degree,standard,none,71,81,79
female,group D,bachelor's degree,standard,none,84,100,100
male,group C,some high school,standard,completed,79,73,66
female,group A,high school,free/reduced,completed,51,50,57
female,group D,some college,free/reduced,none,50,70,64
female,group A,some college,standard,none,52,59,65
female,group C,some college,standard,completed,59,80,73
male,group B,some college,free/reduced,completed,62,59,60
male,group C,associate's degree,standard,none,63,69,62
male,group D,high school,standard,completed,59,41,49
female,group C,associate's degree,standard,none,88,100,98
female,group B,high school,free/reduced,none,10,21,18
male,group D,some high school,standard,none,83,78,74
male,group B,some high school,standard,completed,74,86,90
female,group A,some college,standard,completed,79,87,92
female,group C,some high school,standard,none,72,75,85
male,group A,high school,standard,none,61,49,55
female,group C,associate's degree,standard,none,41,60,55
male,group E,some high school,standard,completed,85,77,78
female,group A,some high school,free/reduced,none,40,41,40
female,group D,some college,free/reduced,completed,69,88,80
male,group E,high school,free/reduced,completed,89,78,72
female,group B,some high school,standard,completed,68,80,83
female,group D,associate's degree,free/reduced,none,55,77,77
female,group D,bachelor's degree,free/reduced,none,63,67,70
male,group A,high school,standard,none,63,60,67
female,group E,master's degree,standard,completed,88,100,95
male,group C,high school,free/reduced,none,58,56,59
female,group C,high school,free/reduced,completed,56,67,69
female,group D,some college,standard,completed,71,73,80
female,group D,some college,free/reduced,none,82,89,82
female,group B,bachelor's degree,standard,none,67,75,78
female,group C,some college,standard,completed,70,88,91
female,group B,master's degree,standard,none,90,90,90
male,group A,associate's degree,free/reduced,none,51,56,40
male,group C,some college,standard,none,77,75,76
female,group B,associate's degree,standard,none,67,85,75
female,group B,some college,standard,completed,83,96,95
male,group B,some college,free/reduced,none,45,38,39
male,group D,high school,free/reduced,completed,67,62,68
female,group B,high school,free/reduced,none,37,65,46
male,group C,associate's degree,standard,none,63,51,47
male,group D,associate's degree,standard,none,44,50,46
female,group B,high school,standard,none,70,80,72
male,group A,some college,standard,completed,80,67,75
female,group A,master's degree,standard,none,52,48,62
female,group C,some high school,standard,none,72,74,82
male,group C,high school,standard,none,92,87,85
female,group B,some high school,free/reduced,none,22,29,27
male,group C,master's degree,free/reduced,completed,46,47,48
female,group C,associate's degree,free/reduced,none,58,61,59
male,group D,high school,standard,none,65,70,58
female,group B,some college,free/reduced,completed,64,70,71
male,group D,some college,standard,none,49,52,51
female,group C,some high school,standard,none,66,76,68
male,group D,bachelor's degree,free/reduced,completed,78,70,79
male,group A,master's degree,free/reduced,none,71,74,67
male,group B,some college,standard,none,68,51,57
female,group C,bachelor's degree,standard,none,69,73,78
male,group C,high school,standard,none,71,75,62
female,group D,master's degree,standard,none,60,67,73
female,group D,some college,standard,none,71,74,69
female,group B,some college,standard,none,60,64,62
female,group E,master's degree,free/reduced,none,59,72,70
male,group D,some college,standard,none,39,43,36
male,group E,some college,standard,none,93,90,83
male,group E,associate's degree,standard,completed,81,78,79
female,group D,associate's degree,standard,none,73,85,84
female,group D,some high school,free/reduced,none,46,62,54
female,group D,associate's degree,free/reduced,completed,77,91,89
male,group B,associate's degree,free/reduced,none,62,55,53
male,group C,associate's degree,free/reduced,none,51,64,52
female,group C,associate's degree,standard,none,59,74,68
female,group B,associate's degree,standard,none,49,57,66
male,group B,some college,free/reduced,completed,61,61,68
female,group E,associate's degree,free/reduced,none,54,61,49
male,group B,associate's degree,standard,none,64,54,62
